Team,Lineup,GAMES,TOTAL_TIME,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,NET_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Manchester Magic Senior Men I,"O. Iguma, D. Davies, B. Goodall, A. Bile, J. Walton",11,8731,305,114,238,47.9,34,81,42,43,63,68.3,62,123,185,78,26,9,69,41,224,77.6,76.3,78.9,31.5,30.4,55,57.4,68.4,43.1,68.3,16.7,26.5,34,109.9,264,111,277,40.1,29,98,29.6,13,30,43.3,57,82,139,62,40,14,53,62,192,45.3,45.5,15.4,31.7,35.4,92,17.9,122,64,52.5,34,15,44.1,81,34,42,21,30,3,11,116,63,54.3,63,19,30.2,98,29,29.6,23,15,4,7
Worcester Wolves Senior Men,"H. Ferreira, G. Stergiopoulos, D. Antonio, E. Burgess, W. Santhe",15,6367,227,93,186,50,18,56,32.1,23,37,62.2,48,65,113,56,38,14,49,41,189,77.5,77.7,77.3,30.9,31.0,54.8,56.1,60.2,45.3,58.6,15.9,19.9,30.1,110.1,174,64,165,38.8,23,58,39.7,23,34,67.6,46,58,104,43,25,6,70,36,185,45.8,48.3,28,41.4,35.2,84.8,25.3,97,60,61.9,33,15,45.5,56,18,32.1,28,11,0,7,77,30,39,29,11,37.9,58,23,39.7,35,21,8,5
Worcester Wolves Senior Men,"H. Ferreira, D. Antonio, E. Burgess, W. Santhe, E. Yeboah",14,5429,195,78,171,45.6,17,47,36.2,22,38,57.9,37,67,104,46,22,10,36,40,173,80.6,83.7,77.5,28.7,31.0,50.6,51.9,59,34.6,63.2,13.3,22.2,27.5,103,150,57,154,37,14,58,24.1,22,33,66.7,39,70,109,35,17,8,45,34,160,41.6,44.5,21.1,36.8,37.7,85.6,17.5,91,50,54.9,33,11,33.3,47,17,36.2,17,11,1,5,74,35,47.3,21,8,38.1,58,14,24.1,14,18,5,6
Liverpool Senior Men,"K. Forsythe, D. Sofia, K. Ulett-Waul, A. Gayle",11,5628,199,75,173,43.4,24,75,32,25,46,54.3,42,82,124,39,20,6,45,37,169,84.3,85.4,83.3,28.1,28.8,50.3,51.5,52,36.2,67.2,16.2,26.6,43.4,99.4,165,63,169,37.3,14,62,22.6,25,42,59.5,40,74,114,29,23,6,45,47,158,41.4,44,19.4,32.8,36.7,84.5,14.9,65,41,63.1,32,10,31.2,75,24,32,11,19,1,10,72,32,44.4,35,17,48.6,62,14,22.6,13,20,1,6
Oxford Hoops Senior Men,"A. Marzec, M. Hilsdon, E. Otto, P. Wrencher Jr, O. Berzins",10,5592,162,60,149,40.3,18,51,35.3,24,29,82.8,32,72,104,43,15,10,41,16,155,74.1,72.8,75.4,33.0,31.8,46.3,50.1,71.7,34.8,67.9,16.7,19.5,34.2,95.5,187,78,178,43.8,24,79,30.4,7,16,43.8,34,60,94,54,21,8,25,32,153,50.6,50.5,11.9,32.1,44.4,106.4,-10.9,65,31,47.7,31,10,32.3,51,18,35.3,15,14,4,7,66,39,59.1,32,14,43.8,79,24,30.4,15,7,2,1
Oxford Hoops Senior Men,"A. Marzec, J. Cummins, P. Wrencher Jr, O. Berzins, B. Read Strahan",10,4160,130,54,122,44.3,14,36,38.9,8,14,57.1,25,47,72,28,6,6,38,25,134,81.2,81.3,81.1,29.5,29.6,50,50.7,51.9,34.7,66.2,19.6,11.5,29.5,92.3,159,66,132,50,18,51,35.3,9,17,52.9,24,47,71,40,18,3,25,18,134,56.8,57,15.2,33.8,38.6,113.1,-20.8,57,28,49.1,27,11,40.7,36,14,38.9,10,19,4,4,61,40,65.6,19,8,42.1,51,18,35.3,10,5,1,7
Sheffield Arrows Senior Men,"D. Soares, A. Lycoudis, H. Ibrahim, M. Ibrahim, J. Paredes",5,4513,165,63,139,45.3,17,49,34.7,22,34,64.7,38,62,100,41,15,6,31,21,124,80.3,79.5,81,30.2,29.6,51.4,53.6,65.1,43.7,66.7,13.7,24.5,35.3,110.4,147,59,143,41.3,19,47,40.4,10,19,52.6,31,49,80,31,19,2,31,29,113,47.9,48.6,17,33.3,32.9,96.5,14,71,42,59.2,19,4,21.1,49,17,34.7,8,14,2,4,72,33,45.8,24,7,29.2,47,19,40.4,14,9,0,7
Worcester Wolves Senior Men,"H. Ferreira, D. Antonio, E. Burgess, F. Rennie, W. Santhe",10,3943,127,50,119,42,12,47,25.5,15,24,62.5,26,51,77,32,19,2,28,28,119,77.9,80.9,74.8,29.7,32.1,47.1,49,64,33.3,63.7,14.8,20.2,39.5,95.5,95,37,112,33,10,45,22.2,11,16,68.8,29,52,81,21,14,4,33,24,99,37.5,39.9,21.7,36.2,40.2,77.3,18.3,48,28,58.3,24,10,41.7,47,12,25.5,12,12,1,2,45,21,46.7,22,6,27.3,45,10,22.2,16,13,0,4
Birmingham City University Senior Men,"R. Faure-Daley, D. Ogodan, C. Hayden, R. Oberia, S. Toluwase",6,3385,123,51,124,41.1,14,47,29.8,7,19,36.8,34,47,81,34,22,1,24,26,115,86,88.4,83.5,27.1,28.8,46.8,46.5,66.7,40.5,77,12.6,15.3,37.9,98.6,118,42,97,43.3,19,46,41.3,15,21,71.4,14,50,64,27,13,10,25,14,107,53.1,55.5,19,23,47.4,100.2,-1.6,51,28,54.9,26,9,34.6,47,14,29.8,16,5,0,2,34,16,47.1,17,7,41.2,46,19,41.3,13,11,0,1
Liverpool Senior Men,"K. Forsythe, T. Dubiel, K. Ulett-Waul, A. Gayle",7,3396,108,40,119,33.6,9,51,17.6,19,28,67.9,25,49,74,16,14,7,19,18,111,90.1,88.9,91.3,27.0,26.3,37.4,41.1,40,29.1,65.3,11.4,23.5,42.9,85.9,131,47,107,43.9,17,32,53.1,20,35,57.1,26,61,87,16,11,10,29,25,122,51.9,53.5,19.2,34.7,29.9,101.4,-15.6,51,27,52.9,17,4,23.5,51,9,17.6,8,7,0,3,47,23,48.9,28,7,25,32,17,53.1,9,13,2,4
Solent Kestrels Senior Men,"G. Durand, L. Busumbru, A. Briggs, A. Arissol, E. Round",7,3550,123,52,103,50.5,9,32,28.1,10,17,58.8,13,42,55,31,20,8,16,15,99,78.3,76.8,79.8,31.3,30.1,54.9,55.7,59.6,23.6,61.8,10.2,16.5,31.1,108.3,95,41,107,38.3,12,29,41.4,1,7,14.3,26,42,68,17,9,5,35,18,102,43.9,43.2,24.1,38.2,27.1,80.5,27.8,24,19,79.2,44,22,50,27,6,22.2,6,4,1,3,32,18,56.2,42,10,23.8,27,11,40.7,21,6,3,3
Sheffield Arrows Senior Men,"D. Soares, H. Ibrahim, H. Handuleh, M. Ibrahim, J. Paredes",10,2823,105,44,94,46.8,10,38,26.3,7,9,77.8,16,42,58,19,6,2,21,17,98,86.3,86.6,86,27.7,27.9,52.1,53.6,43.2,32,76.4,15.2,9.6,40.4,103.1,107,40,89,44.9,10,28,35.7,17,24,70.8,13,34,47,11,11,0,14,15,94,50.6,53.7,12.3,23.6,31.5,105.8,-2.7,45,32,71.1,11,2,18.2,38,10,26.3,5,9,0,5,46,25,54.3,15,5,33.3,28,10,35.7,5,7,0,2
Solent Kestrels Senior Men,"G. Durand, A. Briggs, J. Ofman, A. Arissol, E. Round",6,3481,107,41,99,41.4,7,39,17.9,18,27,66.7,25,50,75,33,12,9,30,20,96,81.2,80.9,81.5,29.7,29.4,44.9,48.3,80.5,37.9,67.6,17.3,27.3,39.4,91.2,84,35,106,33,7,34,20.6,7,11,63.6,24,41,65,16,18,4,32,31,92,36.3,37.9,22.4,32.4,32.1,71.1,20.1,26,16,61.5,34,18,52.9,39,7,17.9,14,9,2,3,35,18,51.4,37,10,27,34,7,20.6,13,8,2,6
London Stars Senior Men,"J. Hayes, B. Kaboza, O. Striuga, R. Martin, N. Zajankauskas",4,3234,102,39,88,44.3,15,44,34.1,9,14,64.3,9,42,51,20,13,2,19,18,90,78,77.5,78.5,31.0,30.6,52.8,54.2,51.3,16.7,70,14.3,15.9,50,97.7,94,38,93,40.9,7,31,22.6,11,17,64.7,18,45,63,15,12,5,23,20,87,44.6,46.8,18.6,30,33.3,88.8,8.9,36,22,61.1,8,2,25,44,15,34.1,11,5,0,3,50,29,58,12,2,16.7,31,7,22.6,7,12,0,4
