Team,Lineup,GAMES,TOTAL_TIME,VS_STARTERS_MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,NET_RTG,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV,2ND_CHANCE_PTS_VS,FAST_BREAK_PTS_VS,PTS_OFF_TOV_VS
Manchester Magic Senior Men I,"A. Bile, B. Goodall, D. Davies, J. Walton, O. Iguma",11,8731,70.0,305,114,238,47.9,34,81,42,43,63,68.3,62,123,185,78,26,9,69,41,278,77.6,76.3,78.9,31.5,30.4,55,57.4,68.4,43.1,68.3,16.7,26.5,34,109.9,264,111,277,40.1,29,98,29.6,13,30,43.3,57,82,139,62,40,14,53,62,287,45.3,45.5,15.4,31.7,35.4,92,122,64,52.5,34,15,44.1,81,34,42,21,30,3,11,17.9,116,63,54.3,63,19,30.2,98,29,29.6,23,15,4,7,55,71,64,46,56,57
Sheffield Arrows Senior Men,"D. Soares, G. Brownell, H. Ibrahim, J. Paredes, M. Ibrahim",14,6712,63.7,256,100,210,47.6,36,95,37.9,20,35,57.1,41,101,142,62,17,8,43,37,229,81.7,81.7,81.7,29.4,29.4,56.2,56.8,62,33.9,69.2,13,16.7,45.2,112,222,83,216,38.4,25,76,32.9,31,46,67.4,45,80,125,33,25,6,36,34,228,44.2,47,13.2,30.8,35.2,97.2,82,54,65.9,33,10,30.3,95,36,37.9,14,19,2,6,14.8,106,49,46.2,33,8,24.2,76,25,32.9,15,14,2,5,50,76,44,47,57,42
Birmingham City University Senior Men,"C. Hayden, D. Ogodan, R. Faure-Daley, R. Oberia, S. Toluwase",10,6419,52.9,246,94,215,43.7,28,85,32.9,30,56,53.6,66,87,153,58,43,4,48,47,229,84.4,85.5,83.2,28.1,28.8,50.2,51.3,61.7,45.5,68,13.9,26,39.5,107.6,204,78,195,40,28,81,34.6,20,31,64.5,41,79,120,44,31,13,54,42,223,47.2,48.9,20.6,32,41.5,91.7,98,55,56.1,32,11,34.4,85,28,32.9,29,15,0,3,15.9,79,39,49.4,35,11,31.4,81,28,34.6,22,26,2,3,62,85,57,35,59,60
Liverpool Senior Men,"A. Gayle, D. Sofia, K. Ulett-Waul, L. Rogerson-Evans",10,5562,52.1,195,73,171,42.7,24,75,32,25,46,54.3,42,82,124,38,19,6,45,37,198,84.3,85.6,83,28.1,28.9,49.7,51,52.1,36.2,67.2,16.4,26.9,43.9,98.3,163,62,168,36.9,14,62,22.6,25,42,59.5,40,74,114,29,23,6,43,47,192,41.1,43.7,18.7,32.8,36.9,84.8,64,40,62.5,31,9,29,75,24,32,11,19,1,10,13.6,72,32,44.4,34,16,47.1,62,14,22.6,12,19,1,6,39,65,31,32,49,49
Worcester Wolves Senior Men,"D. Antonio, E. Burgess, E. Yeboah, H. Ferreira, W. Santhe",14,5429,44.6,195,78,171,45.6,17,47,36.2,22,38,57.9,37,67,104,46,22,10,36,40,189,80.6,83.7,77.5,28.7,31.0,50.6,51.9,59,34.6,63.2,13.3,22.2,27.5,103,150,57,154,37,14,58,24.1,22,33,66.7,39,70,109,35,17,8,45,34,175,41.6,44.5,21.1,36.8,37.7,85.6,91,50,54.9,33,11,33.3,47,17,36.2,17,11,1,5,17.5,74,35,47.3,21,8,38.1,58,14,24.1,14,18,5,6,49,49,49,29,46,22
Worcester Wolves Senior Men,"D. Antonio, E. Burgess, G. Stergiopoulos, H. Ferreira, W. Santhe",14,5690,57.1,198,81,168,48.2,16,51,31.4,20,34,58.8,44,59,103,45,33,12,44,40,186,78.1,78.5,77.8,30.6,30.8,53,54.1,55.6,44,58.4,16.2,20.2,30.4,106.5,154,55,146,37.7,21,52,40.4,23,34,67.6,42,56,98,38,21,5,64,33,184,44.9,47.8,28.4,41.6,35.6,83.5,87,53,60.9,30,12,40,51,16,31.4,24,10,0,7,23,69,25,36.2,25,9,36,52,21,40.4,32,18,8,5,49,61,66,24,19,43
Oxford Hoops Senior Men,"A. Marzec, E. Otto, M. Hilsdon, O. Berzins, P. Wrencher Jr",10,5592,59.9,162,60,149,40.3,18,51,35.3,24,29,82.8,32,72,104,43,15,10,41,16,170,74.1,72.8,75.4,33.0,31.8,46.3,50.1,71.7,34.8,67.9,16.7,19.5,34.2,95.5,187,78,178,43.8,24,79,30.4,7,16,43.8,34,60,94,54,21,8,25,32,176,50.6,50.5,11.9,32.1,44.4,106.4,65,31,47.7,31,10,32.3,51,18,35.3,15,14,4,7,-10.9,66,39,59.1,32,14,43.8,79,24,30.4,15,7,2,1,35,38,21,27,48,42
Worcester Wolves Senior Men,"D. Antonio, E. Burgess, F. Rennie, H. Ferreira, W. Santhe",11,4783,31.0,153,61,148,41.2,16,61,26.2,15,24,62.5,32,63,95,37,24,3,32,33,160,77.7,80,75.3,30.0,31.9,46.6,48.2,60.7,33.3,67,14.1,16.2,41.2,95.9,122,47,134,35.1,15,56,26.8,13,20,65,31,64,95,31,18,4,38,26,150,40.7,42.7,21,33,41.8,81.3,60,35,58.3,27,10,37,61,16,26.2,15,13,1,2,14.6,49,23,46.9,29,9,31,56,15,26.8,19,15,0,4,31,39,36,24,29,21
Sheffield Arrows Senior Men,"A. Lycoudis, D. Soares, H. Ibrahim, J. Paredes, M. Ibrahim",5,4513,30.9,165,63,139,45.3,17,49,34.7,22,34,64.7,38,62,100,41,15,6,31,21,149,80.3,79.5,81,30.2,29.6,51.4,53.6,65.1,43.7,66.7,13.7,24.5,35.3,110.4,147,59,143,41.3,19,47,40.4,10,19,52.6,31,49,80,31,19,2,31,29,152,47.9,48.6,17,33.3,32.9,96.5,71,42,59.2,19,4,21.1,49,17,34.7,8,14,2,4,14,72,33,45.8,24,7,29.2,47,19,40.4,14,9,0,7,37,53,27,27,40,24
Oxford Hoops Senior Men,"A. Marzec, B. Read Strahan, J. Cummins, O. Berzins, P. Wrencher Jr",9,3977,31.9,126,52,117,44.4,14,35,40,8,14,57.1,24,45,69,26,5,6,35,23,134,80.8,80.8,80.7,29.7,29.8,50.4,51.2,50,34.8,65.2,19,12,29.9,94.1,150,62,126,49.2,17,49,34.7,9,17,52.9,24,45,69,37,16,3,24,17,134,56,56.2,15.2,34.8,38.9,112.2,55,27,49.1,25,10,40,35,14,40,10,16,4,4,-18.2,60,39,65,16,6,37.5,49,17,34.7,9,5,1,7,28,16,10,13,51,33
