Team,Lineup,GAMES,TOTAL_TIME,VS_STARTERS_MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,NET_RTG,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV,2ND_CHANCE_PTS_VS,FAST_BREAK_PTS_VS,PTS_OFF_TOV_VS
Sheffield Arrows Senior Men,"D. Soares, G. Brownell, H. Ibrahim, J. Paredes, M. Ibrahim",11,6030,56.6,235,91,191,47.6,35,90,38.9,18,33,54.5,36,96,132,57,14,7,34,33,205,81.2,81.6,80.8,29.4,29.7,56.8,57.2,62.6,32.1,69.6,11.5,17.3,47.1,114.6,193,72,198,36.4,23,72,31.9,26,39,66.7,42,76,118,29,20,6,29,31,203,42.2,44.9,11.9,30.4,36.4,95,68,46,67.6,33,10,30.3,90,35,38.9,13,15,2,4,19.5,93,40,43,32,8,25,72,23,31.9,12,11,2,4,44,68,38,42,44,30
Oxford Hoops Senior Men,"A. Marzec, E. Otto, M. Hilsdon, O. Berzins, P. Wrencher Jr",8,4618,48.5,131,50,129,38.8,13,40,32.5,18,23,78.3,32,58,90,35,15,9,31,15,137,73.1,71.3,74.9,33.7,32.1,43.8,47.1,70,39,67.4,15.1,17.8,31,95.5,147,63,144,43.8,15,58,25.9,6,12,50,28,50,78,41,15,8,23,26,144,49,49.2,13.4,32.6,40.3,102,63,30,47.6,25,7,28,40,13,32.5,12,11,3,5,-6.5,57,35,61.4,28,12,42.9,58,15,25.9,14,7,1,1,35,32,19,23,31,30
Birmingham City University Senior Men,"C. Hayden, D. Ogodan, R. Faure-Daley, R. Oberia, S. Toluwase",5,3609,30.7,150,56,124,45.2,15,48,31.2,23,37,62.2,35,48,83,29,24,3,22,30,131,84.9,87,82.7,27.6,29.0,51.2,53.5,51.8,43.2,64.9,11.5,29.8,38.7,114.6,114,44,112,39.3,14,42,33.3,12,18,66.7,26,46,72,21,14,7,30,24,124,45.5,47.5,20,35.1,37.5,91.7,57,35,61.4,19,6,31.6,48,15,31.2,12,8,0,2,23,49,26,53.1,21,4,19,42,14,33.3,9,17,2,2,38,49,36,23,32,24
Liverpool Senior Men,"A. Gayle, D. Sofia, K. Ulett-Waul, L. Rogerson-Evans",7,3724,32.5,125,43,95,45.3,17,44,38.6,22,38,57.9,21,54,75,22,13,5,33,24,127,81.4,81.9,81,29.3,29.6,54.2,55.9,51.2,31.8,66.7,19.8,40,46.3,98.4,110,41,113,36.3,10,41,24.4,18,28,64.3,27,45,72,16,19,2,26,34,126,40.7,43.9,17.2,33.3,36.3,87.6,34,22,64.7,17,4,23.5,44,17,38.6,9,16,0,8,10.9,47,18,38.3,25,13,52,41,10,24.4,9,13,1,3,27,48,18,19,32,39
Worcester Wolves Senior Men,"D. Antonio, E. Burgess, F. Rennie, H. Ferreira, W. Santhe",5,3606,27.7,122,48,109,44,15,50,30,11,15,73.3,24,45,69,30,21,2,25,19,117,75.8,77.5,74,31.0,32.4,50.9,52.8,62.5,36.9,63.4,14.7,13.8,45.9,104.7,92,35,100,35,13,41,31.7,9,15,60,26,41,67,25,16,3,30,15,111,41.5,43.2,22,36.6,41,82.8,39,25,64.1,20,8,40,50,15,30,13,10,1,1,21.9,35,15,42.9,24,7,29.2,41,13,31.7,16,10,0,4,25,34,29,19,12,15
Worcester Wolves Senior Men,"D. Antonio, E. Burgess, G. Stergiopoulos, H. Ferreira, W. Santhe",8,3437,36.6,126,53,98,54.1,12,31,38.7,8,12,66.7,20,28,48,29,24,9,26,27,109,77,76.3,77.7,31.5,30.9,60.2,61,54.7,41.7,49.1,16.4,12.2,31.6,115.4,101,35,85,41.2,13,32,40.6,18,26,69.2,29,28,57,28,15,4,42,14,111,48.8,52.4,30.3,50.9,37.6,90.8,52,36,69.2,15,5,33.3,31,12,38.7,16,7,0,3,24.6,44,20,45.5,9,2,22.2,32,13,40.6,22,12,5,3,23,36,51,14,17,28
Manchester Magic Senior Men I,"B. Goodall, J. Walton, O. Babalola, S. Gordon, T. Regent-Bascombe",5,2979,21.9,101,37,86,43,11,33,33.3,16,17,94.1,16,39,55,26,12,2,24,18,100,80.7,80.9,80.5,29.7,29.8,49.4,54,70.3,32.7,66.1,16.7,19.8,38.4,100.6,78,33,83,39.8,5,28,17.9,7,16,43.8,20,33,53,13,19,7,28,18,100,42.8,43.3,23.7,33.9,33.7,78.1,45,23,51.1,8,3,37.5,33,11,33.3,11,11,1,1,22.6,40,23,57.5,15,5,33.3,28,5,17.9,13,6,2,7,9,35,28,14,23,19
London Stars Senior Men,"J. Jarrett, N. Cassel, N. Zajankauskas, O. Striuga, R. Martin",5,2774,13.4,99,36,92,39.1,15,43,34.9,12,16,75,19,35,54,24,14,6,19,23,99,84.1,85.4,82.8,28.1,29.0,47.3,50,66.7,32.2,61.4,13.4,17.4,46.7,100.3,75,29,81,35.8,8,32,25,9,14,64.3,22,40,62,12,11,1,30,16,96,40.7,43,25.6,38.6,39.5,78.4,34,17,50,15,4,26.7,43,15,34.9,11,4,1,3,21.9,40,20,50,9,1,11.1,32,8,25,14,9,2,5,26,32,37,15,17,17
Solent Kestrels Senior Men,"A. Arissol, A. Briggs, E. Round, G. Durand, L. Busumbru",6,3052,28.1,106,45,90,50,8,28,28.6,8,15,53.3,13,36,49,26,18,7,12,12,96,77.5,75.4,79.7,31.8,30.1,54.4,54.9,57.8,26.5,61,8.9,16.7,31.1,110.6,79,34,91,37.4,10,24,41.7,1,7,14.3,23,36,59,14,8,3,31,16,101,42.9,42,24.8,39,26.4,78,19,16,84.2,40,19,47.5,23,5,21.7,6,3,1,2,32.6,24,13,54.2,39,10,25.6,22,9,40.9,20,5,3,3,14,34,35,19,21,18
Myerscough Basketball Academy Senior Men I,"C. Sanchez Falette, D. Azancot, H. Sheehan, S. Laditan-Adebiyi, Z. Trezvant",8,2314,20.4,69,27,77,35.1,7,30,23.3,8,14,57.1,24,32,56,11,11,3,25,14,85,86.3,88,84.5,27.3,28.4,39.6,41.5,40.7,43.6,76.2,21,18.2,39,81.4,81,31,72,43.1,12,31,38.7,7,9,77.8,10,31,41,21,17,3,16,9,82,51.4,53.3,17.4,23.8,43.1,99.4,34,16,47.1,13,4,30.8,30,7,23.3,16,6,0,3,-18,26,15,57.7,15,4,26.7,31,12,38.7,10,6,0,0,24,12,11,14,29,19
