Team,Lineup,GAMES,TOTAL_TIME,VS_STARTERS_MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,NET_RTG,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV,2ND_CHANCE_PTS_VS,FAST_BREAK_PTS_VS,PTS_OFF_TOV_VS
BMA365 Bamberg Baskets,"Balint R., Demonia D., Onu E., Watson I., Williams C.",26,9698,102.7,351,133,263,50.6,48,124,38.7,37,48,77.1,25,99,124,71,32,21,39,80,297,72.7,73.4,71.9,32.7,33.4,59.7,61.8,53.4,18.9,62.3,9.9,18.3,47.1,118.3,318,114,266,42.9,43,115,37.4,47,68,69.1,60,107,167,65,22,5,56,60,291,50.9,53.7,15.9,37.7,43.2,109.4,120,79,65.8,19,6,31.6,124,48,38.7,15,21,0,3,8.8,122,66,54.1,29,5,17.2,115,43,37.4,31,13,0,12,32,84,60,61,51,39
Telekom Baskets Bonn,"Aminu J., Birts T., Garrett Jr. J., Kessens M., Murphy G.",19,4470,59.1,157,60,121,49.6,22,58,37.9,15,28,53.6,18,38,56,41,18,2,22,35,138,71.6,73.8,69.3,32.5,34.6,58.7,58.9,68.3,27.3,66.7,11.2,23.1,47.9,114.2,143,58,114,50.9,15,44,34.1,12,16,75,19,48,67,37,14,3,28,30,129,57.5,59.1,18.8,33.3,38.6,110.8,57,38,66.7,6,0,0,58,22,37.9,12,7,0,3,3.4,57,38,66.7,13,5,38.5,44,15,34.1,13,12,0,3,26,33,34,22,21,30
Telekom Baskets Bonn,"Birts T., Comithier A., Cooks Z., Heckmann P., Jongkuch K.",9,4401,1.1,127,42,103,40.8,8,32,25,35,49,71.4,16,38,54,24,15,6,25,41,133,72.2,72.8,71.7,33.0,33.5,44.7,51,57.1,24.6,61.3,14.4,47.6,31.1,95.1,130,43,102,42.2,13,39,33.3,31,43,72.1,24,49,73,28,13,7,35,43,131,48.5,53.8,22.4,38.7,38.2,98.9,55,29,52.7,16,5,31.2,32,8,25,10,11,0,4,-3.7,55,29,52.7,8,1,12.5,39,13,33.3,14,15,0,6,21,23,51,30,17,18
ROSTOCK SEAWOLVES,"Crockett Jr. T., Klassen O., Lansdowne D., Nicholson K., Schwartz D.",11,3609,14.8,124,46,102,45.1,15,43,34.9,17,26,65.4,20,41,61,24,7,1,13,19,107,68.7,71,66.4,33.8,36.2,52.5,54.7,52.2,32.8,75.9,8.6,25.5,42.2,116.1,112,39,92,42.4,15,46,32.6,19,26,73.1,13,41,54,21,11,1,10,32,100,50.5,54.1,8.8,24.1,50,112.2,46,29,63,13,2,15.4,43,15,34.9,10,1,0,2,3.9,31,15,48.4,15,9,60,46,15,32.6,4,5,0,1,25,12,11,13,14,17
SKYLINERS,"Alleyne N., Christmas W., Johnson L., LeDee J., Pape T.",13,3487,42.9,126,46,88,52.3,7,22,31.8,27,34,79.4,19,39,58,19,8,2,22,24,105,72.1,72.3,71.8,33.2,33.4,56.2,61.2,41.3,44.2,65,15.3,38.6,25,119.9,126,53,112,47.3,12,39,30.8,8,10,80,21,24,45,27,15,4,10,31,104,52.7,54.1,7.9,35,34.8,120.8,49,34,69.4,17,5,29.4,22,7,31.8,9,9,0,4,-0.9,56,36,64.3,17,5,29.4,39,12,30.8,5,5,0,0,28,25,14,21,18,26
Fitness First Würzburg Baskets,"Carr M., Edigin Jr E., Mintz D., Skladanowski C., Stove J.",13,3734,45.0,92,32,85,37.6,10,31,32.3,18,27,66.7,17,29,46,20,10,2,24,26,103,68.9,66.2,71.5,36.2,33.6,43.5,47.5,62.5,31.5,70.7,17,31.8,36.5,89.3,147,54,93,58.1,19,45,42.2,20,26,76.9,12,37,49,35,13,6,19,29,111,68.3,70.4,15.4,29.3,48.4,132.2,44,20,45.5,10,2,20,31,10,32.3,11,7,0,6,-42.9,36,27,75,12,8,66.7,45,19,42.2,10,8,0,1,8,21,18,17,24,25
SYNTAINICS MBC,"Callison C., Foster M., Gunn R., Planinic J., Thomas K.",13,3890,48.1,102,40,93,43,14,40,35,8,15,53.3,13,41,54,20,9,0,16,23,103,65.5,63.3,67.7,37.9,35.5,50.5,51.2,50,22.8,65.1,11.8,16.1,43,99.4,122,48,109,44,12,43,27.9,14,17,82.4,22,44,66,18,7,7,16,32,110,49.5,52.4,12.1,34.9,39.4,111.2,37,20,54.1,16,6,37.5,40,14,35,9,3,0,4,-11.9,53,32,60.4,13,4,30.8,43,12,27.9,8,6,0,2,11,5,20,16,25,18
VET-CONCEPT Gladiators Trier,"Adekunle N., Brooks E., King U., Linßen M., Roland J.",12,3185,44.2,112,42,86,48.8,18,41,43.9,10,10,100,11,25,36,27,11,4,21,32,100,75.6,75.1,76.1,32.0,31.6,59.3,61.9,64.3,25,64.1,15.2,11.6,47.7,112.4,141,56,93,60.2,18,35,51.4,11,14,78.6,14,33,47,28,17,7,16,18,101,69.9,71.1,13.9,35.9,37.6,139.7,41,23,56.1,4,1,25,41,18,43.9,14,6,0,1,-27.3,51,34,66.7,7,4,57.1,35,18,51.4,8,8,0,0,16,25,22,19,26,26
Telekom Baskets Bonn,"Birts T., Comithier A., Garrett Jr. J., Kessens M., Murphy G.",11,3209,0.0,112,38,93,40.9,9,45,20,27,42,64.3,27,41,68,26,10,3,12,24,97,74.1,72.5,75.7,33.1,31.7,45.7,50.2,68.4,45,78.8,8,45.2,48.4,115.5,116,37,88,42,17,50,34,25,29,86.2,11,33,44,26,6,3,12,35,101,51.7,57.6,10.6,21.2,56.8,114.6,43,28,65.1,5,1,20,45,9,20,7,2,0,3,0.9,33,19,57.6,5,1,20,50,17,34,8,4,0,0,30,24,20,17,26,17
EWE Baskets Oldenburg,"Clemons C., Kyser M., Tischler N., Woodard J., Zubcic T.",11,2792,31.1,96,37,69,53.6,13,28,46.4,9,12,75,8,28,36,23,7,1,14,19,80,70.6,69,72.2,34.8,33.2,63,64.6,62.2,23.5,68.3,12.6,17.4,40.6,119.7,91,34,73,46.6,9,31,29,14,21,66.7,13,26,39,21,10,0,15,25,84,52.7,55.3,15.4,31.7,42.5,108.3,37,22,59.5,4,2,50,28,13,46.4,6,7,0,1,11.3,34,24,70.6,8,1,12.5,31,9,29,9,3,0,3,7,4,18,16,32,27
SKYLINERS,"Alleyne N., Christmas W., Hawkins R., Johnson L., Pape T.",8,2288,20.3,67,27,59,45.8,3,16,18.8,10,13,76.9,7,21,28,12,10,1,14,19,72,74.1,75.4,72.8,31.8,33.0,48.3,51.8,44.4,20,65.6,15.4,22,27.1,93.2,78,28,57,49.1,10,30,33.3,12,16,75,11,28,39,15,9,3,16,15,69,57.9,60.9,20,34.4,52.6,112.4,40,24,60,3,0,0,16,3,18.8,6,6,0,2,-19.2,25,18,72,2,0,0,30,10,33.3,8,3,0,5,12,18,19,10,19,15
BMA365 Bamberg Baskets,"Crowley A., Ensminger Z., Keppeler D., Krimmer M., Watson I.",8,2381,0.0,82,29,61,47.5,10,28,35.7,14,17,82.4,7,30,37,19,4,3,10,15,71,69.6,71.3,67.8,33.7,35.4,55.7,59.9,65.5,22.6,65.2,10.3,27.9,45.9,115.9,63,23,69,33.3,8,30,26.7,9,10,90,16,24,40,10,6,0,11,16,67,39.1,42.9,13,34.8,43.5,93.6,27,18,66.7,6,1,16.7,28,10,35.7,5,3,0,2,22.3,30,14,46.7,9,1,11.1,30,8,26.7,3,5,0,3,10,11,18,15,15,16
Fitness First Würzburg Baskets,"Carr M., Mintz D., Muenkat D., Stove J., Thompson C.",7,2173,1.5,71,23,60,38.3,7,25,28,18,23,78.3,9,27,36,11,7,6,9,14,70,73.9,77,70.8,31.2,33.9,44.2,50.6,47.8,23.7,77.1,10,38.3,41.7,101.8,60,21,54,38.9,9,22,40.9,9,14,64.3,8,29,37,14,4,5,12,18,64,47.2,49.9,16.6,22.9,40.7,93.6,29,13,44.8,6,3,50,25,7,28,3,5,0,1,8.2,21,7,33.3,11,5,45.5,22,9,40.9,3,8,0,1,13,12,11,5,17,10
Telekom Baskets Bonn,"Aminu J., Comithier A., Garrett Jr. J., Jongkuch K., Murphy G.",14,2442,9.0,79,31,75,41.3,11,38,28.9,6,10,60,19,16,35,22,9,1,8,22,68,68.8,66.4,71.3,36.2,33.7,48.7,49.7,71,42.2,61.5,7.3,13.3,50.7,117,100,34,57,59.6,14,30,46.7,18,25,72,10,26,36,26,4,5,14,13,73,71.9,73.5,17.1,38.5,52.6,137.9,28,18,64.3,9,2,22.2,38,11,28.9,3,4,0,1,-20.9,23,17,73.9,4,3,75,30,14,46.7,5,9,0,0,27,12,15,17,13,12
Fitness First Würzburg Baskets,"Ivey B., Mintz D., Muenkat D., Pjanic A., Thompson C.",8,2253,0.0,96,34,62,54.8,7,18,38.9,21,23,91.3,11,24,35,19,7,6,7,25,66,72,70.8,73.3,33.9,32.7,60.5,66.6,55.9,42.3,60,7.1,37.1,29,144.5,72,26,61,42.6,8,27,29.6,12,20,60,16,15,31,11,3,2,14,20,69,49.2,51.6,16.7,40,44.3,104.6,34,23,67.6,10,4,40,18,7,38.9,1,4,0,2,39.9,28,15,53.6,6,3,50,27,8,29.6,5,5,0,4,14,16,23,14,10,11
SKYLINERS,"Alleyne N., Christmas W., Hawkins R., Pape T., Swope I.",8,1832,0.4,77,23,50,46,11,32,34.4,20,24,83.3,6,21,27,12,9,0,9,13,64,83.2,83.3,83.2,28.8,28.9,57,63.6,52.2,20.7,72.4,11,48,64,121.1,58,21,50,42,3,14,21.4,13,16,81.2,8,23,31,17,5,1,15,20,63,45,50.8,20.8,27.6,28,91.4,12,11,91.7,6,1,16.7,32,11,34.4,3,6,0,0,29.7,29,15,51.7,7,3,42.9,14,3,21.4,8,6,0,1,9,19,24,10,10,10
BMA365 Bamberg Baskets,"Crowley A., Demonia D., Ensminger Z., Keppeler D., Watson I.",11,1955,0.0,71,23,48,47.9,11,23,47.8,14,18,77.8,5,14,19,16,6,2,12,9,63,74.3,76.8,71.9,31.2,33.4,59.4,63.5,69.6,20,70,14.3,37.5,47.9,113.5,66,24,46,52.2,6,18,33.3,12,15,80,6,20,26,12,6,4,13,21,59,58.7,62.7,19.8,30,39.1,112.7,19,12,63.2,6,0,0,23,11,47.8,7,5,0,0,0.7,22,15,68.2,6,3,50,18,6,33.3,5,6,0,2,9,10,10,6,11,12
Fitness First Würzburg Baskets,"Ivey B., Mintz D., Muenkat D., Stove J., Thompson C.",10,1966,1.4,102,33,49,67.3,11,18,61.1,25,28,89.3,8,21,29,21,5,1,8,15,62,75.2,75.3,75,31.9,32.0,78.6,83.2,63.6,44.4,84,8.9,57.1,36.7,165.3,76,25,47,53.2,9,22,40.9,17,21,81,4,10,14,16,3,0,9,20,61,62.8,67.6,13.8,16,46.8,123.6,31,22,71,0,0,0,18,11,61.1,3,2,0,3,41.7,21,14,66.7,4,2,50,22,9,40.9,6,2,0,1,15,15,14,6,16,11
VET-CONCEPT Gladiators Trier,"Guillozet C., Hollersbacher M., Rapieque E., Yakhchali Dehkordi B., Zirbes M.",7,1887,0.2,71,24,54,44.4,8,21,38.1,15,20,75,10,20,30,17,4,1,8,17,60,73.4,76.9,70,31.2,34.3,51.9,56.5,70.8,32.3,69,9.1,37,38.9,117.5,71,23,49,46.9,10,25,40,15,22,68.2,9,21,30,8,5,1,5,16,55,57.1,60.5,7.9,31,51,129,30,14,46.7,3,2,66.7,21,8,38.1,4,4,0,0,-11.5,20,12,60,4,1,25,25,10,40,3,2,0,0,12,12,10,18,9,9
VET-CONCEPT Gladiators Trier,"Adekunle N., Guillozet C., Hollersbacher M., Linßen M., Roland J.",6,1795,6.8,73,25,50,50,11,19,57.9,12,13,92.3,4,18,22,18,6,2,7,12,58,79.6,78.1,81.1,30.7,29.6,61,65.5,72,16,69.2,8.7,26,38,124.9,72,26,51,51,9,23,39.1,11,18,61.1,8,21,29,11,5,3,10,12,61,59.8,61.1,14.5,30.8,45.1,118.6,23,12,52.2,8,2,25,19,11,57.9,3,3,0,1,6.3,23,14,60.9,5,3,60,23,9,39.1,5,4,0,1,4,14,11,9,11,12
BMA365 Bamberg Baskets,"Crowley A., Ensminger Z., Keppeler D., Krimmer M., Petkovic A.",10,1852,0.0,67,24,49,49,11,23,47.8,8,12,66.7,7,21,28,16,4,4,10,11,57,73.8,74.3,73.3,32.3,32.8,60.2,61.7,66.7,25.9,60,12.5,24.5,46.9,116.8,69,27,62,43.5,9,31,29,6,8,75,14,20,34,15,6,4,6,14,57,50.8,52.7,8.4,40,50,122,22,11,50,4,2,50,23,11,47.8,3,5,0,2,-5.2,27,15,55.6,4,3,75,31,9,29,4,2,0,0,8,6,12,16,14,16
BMA365 Bamberg Baskets,"Balint R., Demonia D., Keppeler D., Watson I., Williams C.",10,1564,3.1,82,32,45,71.1,12,16,75,6,9,66.7,4,11,15,18,5,2,10,15,55,80,83.9,76.2,28.6,31.5,84.4,83.7,56.2,30.8,84.6,13,20,35.6,150,66,23,35,65.7,6,13,46.2,14,15,93.3,2,9,11,15,8,1,10,17,50,74.3,79.3,19.4,15.4,37.1,133,25,17,68,4,3,75,16,12,75,3,7,0,0,17,15,13,86.7,7,4,57.1,13,6,46.2,4,3,0,3,5,12,12,8,8,20
SYNTAINICS MBC,"Callison C., Foster M., Planinic J., Reaves S., Welp C.",10,1508,5.0,76,26,47,55.3,12,23,52.2,12,18,66.7,9,16,25,14,3,0,9,10,55,83.7,87.7,79.6,27.4,30.2,68.1,69.2,53.8,39.1,76.2,11.6,38.3,48.9,137.9,64,26,45,57.8,5,11,45.5,7,11,63.6,5,14,19,18,7,2,5,13,50,63.3,64.2,9.1,23.8,24.4,128,19,11,57.9,5,3,60,23,12,52.2,3,6,0,0,9.9,28,21,75,6,0,0,11,5,45.5,2,2,0,1,19,10,6,9,15,8
Telekom Baskets Bonn,"Birts T., Comithier A., Cooks Z., Jongkuch K., Jostmann M.",7,1886,0.0,62,23,56,41.1,4,19,21.1,12,18,66.7,15,21,36,14,5,2,7,22,55,69.7,70.4,69.1,34.1,34.7,44.6,48.5,60.9,44.1,72.4,8.2,32.1,33.9,112,53,18,47,38.3,7,19,36.8,10,11,90.9,8,19,27,11,2,2,11,17,54,45.7,51.1,17.5,27.6,40.4,97.6,32,19,59.4,5,0,0,19,4,21.1,3,2,0,2,14.4,19,8,42.1,9,3,33.3,19,7,36.8,2,8,0,1,17,10,9,9,2,3
SKYLINERS,"Alleyne N., Christmas W., Hawkins R., LeDee J., Swope I.",8,1510,0.0,51,19,51,37.3,4,22,18.2,9,11,81.8,11,15,26,11,9,1,10,20,54,83.2,86.5,80,27.7,30.0,41.2,45.7,57.9,33.3,68.2,13,21.6,43.1,93.7,53,14,36,38.9,7,19,36.8,18,20,90,7,22,29,8,4,2,13,6,50,48.6,59.2,22.5,31.8,52.8,105.3,24,14,58.3,5,1,20,22,4,18.2,1,7,0,2,-11.6,14,6,42.9,3,1,33.3,19,7,36.8,7,6,0,0,5,13,13,10,10,7
Telekom Baskets Bonn,"Aminu J., Comithier A., Garrett Jr. J., Kessens M., Murphy G.",9,1878,4.0,57,21,48,43.8,6,22,27.3,9,22,40.9,12,20,32,17,3,0,7,10,54,67.8,69.2,66.3,34.7,36.2,50,49.4,81,36.4,76.9,8.6,45.8,45.8,105.2,57,22,48,45.8,11,25,44,2,3,66.7,6,21,27,16,4,3,9,14,52,57.3,57.8,15.4,23.1,52.1,109.8,22,15,68.2,4,0,0,22,6,27.3,6,1,0,0,-4.6,16,10,62.5,7,1,14.3,25,11,44,3,6,0,0,18,4,14,8,6,3
SYNTAINICS MBC,"Callison C., Foster M., Planinic J., Thomas K., Welp C.",7,1618,4.7,58,22,44,50,6,14,42.9,8,10,80,5,21,26,15,5,0,11,9,54,80.8,80.5,81,29.8,29.6,56.8,59.9,68.2,21.7,77.8,14.8,22.7,31.8,106.8,58,20,48,41.7,7,21,33.3,11,12,91.7,6,18,24,14,7,1,8,14,55,49,54.4,13.1,22.2,43.8,106.2,25,15,60,5,1,20,14,6,42.9,3,7,0,1,0.7,21,11,52.4,6,2,33.3,21,7,33.3,2,6,0,0,5,8,11,11,15,15
EWE Baskets Oldenburg,"Clemons C., Fobbs B., Penn E., Stanic F., Tischler N.",5,1702,22.6,60,23,44,52.3,4,21,19,10,12,83.3,3,18,21,13,9,0,8,11,54,77.7,76.5,78.9,31.4,30.4,56.8,60.9,56.5,13.6,69.2,11.4,27.3,47.7,110.7,65,26,49,53.1,9,23,39.1,4,8,50,8,19,27,12,5,0,11,11,56,62.2,61.9,17.3,30.8,46.9,116.2,20,17,85,3,2,66.7,21,4,19,6,1,0,1,-5.5,20,16,80,6,1,16.7,23,9,39.1,3,8,0,0,1,21,19,8,10,11
Telekom Baskets Bonn,"Birts T., Comithier A., Cooks Z., Garrett Jr. J., Kessens M.",9,1684,0.4,53,22,49,44.9,5,23,21.7,4,5,80,10,21,31,10,1,1,11,14,52,75.9,73.9,77.9,32.5,30.8,50,51.8,45.5,35.7,72.4,15.2,10.2,46.9,102.2,70,25,52,48.1,9,24,37.5,11,15,73.3,8,18,26,14,6,0,4,9,55,56.7,59.7,6.4,27.6,46.2,128.1,21,13,61.9,5,4,80,23,5,21.7,6,3,0,2,-26,23,16,69.6,5,0,0,24,9,37.5,2,2,0,0,11,2,2,15,15,17
EWE Baskets Oldenburg,"Clemons C., Fobbs B., Stanic F., Tischler N., Woodard J.",6,1722,0.0,53,17,51,33.3,7,26,26.9,12,15,80,9,22,31,9,7,0,4,12,52,70.4,72,68.8,33.3,34.9,40.2,46,52.9,27.3,84.6,5.7,29.4,51,102.6,48,19,41,46.3,8,24,33.3,2,9,22.2,4,24,28,10,2,4,8,18,49,56.1,53.4,15.1,15.4,58.5,97.3,19,8,42.1,6,2,33.3,26,7,26.9,3,0,0,1,5.3,15,11,73.3,2,0,0,24,8,33.3,6,2,0,0,7,7,9,4,2,2
EWE Baskets Oldenburg,"Fobbs B., Hinrichs S., Kyser M., Tucker D., Woodard J.",7,1789,0.0,51,20,48,41.7,7,19,36.8,4,7,57.1,9,12,21,10,6,2,9,13,51,68,68.5,67.5,35.0,35.6,49,49.9,50,30,46.2,12.8,14.6,39.6,99.8,63,24,50,48,6,18,33.3,9,12,75,14,21,35,11,6,1,10,9,50,54,57,15.3,53.8,36,125.2,19,9,47.4,10,4,40,19,7,36.8,3,6,0,0,-25.4,25,16,64,7,2,28.6,18,6,33.3,5,5,0,0,10,9,16,11,9,13
Telekom Baskets Bonn,"Comithier A., Cooks Z., Finch J., Garrett Jr. J., Jongkuch K.",3,1547,0.0,68,24,43,55.8,8,20,40,12,17,70.6,7,13,20,15,3,5,7,16,50,72,78.1,65.9,30.7,36.4,65.1,67.4,62.5,35,59.1,9.7,39.5,46.5,135,45,19,40,47.5,3,14,21.4,4,6,66.7,9,13,22,8,5,1,9,17,42,51.2,52.8,17.4,40.9,35,106,20,15,75,3,1,33.3,20,8,40,1,4,0,2,29,17,13,76.5,9,3,33.3,14,3,21.4,2,5,0,2,15,10,14,6,8,4
