Team,Lineup,Lineup_Key,Games,Clutch_Minutes,Clutch_Seconds,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS_ALLOWED,POSS,OFF_RTG,DEF_RTG,NET_RTG,PTS/MIN,DIFF
Den Helder Suns,"Bryan ANTOINE, Reginald MESIDOR, Nick THRAN, Drew STOVER, Carter GILMORE","Den Helder Suns|0,1,33,42,7",4,17.0,1021.0,23,7,25,28.0,2,9,22.2,7,13,53.8,0,0,0,7,0,0,3,0,38,33.7,68.2,99.0,-30.7,1.35,-15
Den Helder Suns,"Reginald MESIDOR, Siem UIJTENDAAL, Nick THRAN, Drew STOVER, Carter GILMORE","Den Helder Suns|1,2,33,42,7",3,17.0,1022.0,30,12,27,44.4,1,12,8.3,5,8,62.5,0,0,0,7,0,0,6,0,40,36.5,82.1,105.7,-23.6,1.76,-10
Okapi Aalst,"Eddie COLBERT III, Siebe LEDEGEN, Dante Jr MADDOX, Ivan MARAS, Niels VAN DEN EYNDE","Okapi Aalst|0,10,21,3,9",10,15.2,910.0,36,10,26,38.5,2,12,16.7,14,16,87.5,0,0,0,3,0,0,3,0,21,36.0,99.9,77.0,22.9,2.37,15
Okapi Aalst,"Eddie COLBERT III, Siebe LEDEGEN, Mattias PALINCKX, Dante Jr MADDOX, Niels VAN DEN EYNDE","Okapi Aalst|0,10,15,21,9",4,15.0,900.0,34,10,22,45.5,2,8,25.0,12,12,100.0,0,0,0,6,0,0,6,0,28,33.3,102.2,87.0,15.2,2.27,6
Stella Artois Leuven Bears,"Roel BUCUMI, Wilson PRUITT, Kelton TALFORD, Tytan ANDERSON, Wen MUKUBU","Stella Artois Leuven Bears|11,2,3,32,4",7,14.8,886.0,30,11,24,45.8,4,11,36.4,4,8,50.0,0,0,0,3,0,0,7,0,33,34.5,86.9,106.7,-19.8,2.03,-3
Kangoeroes Basket Mechelen,"Augustas PECIUKEVICIUS, Yannick DAMMEN, Nick STAMPLEY, Joshua HEATH, Zaba BANGALA","Kangoeroes Basket Mechelen|12,2,24,30,5",2,14.1,847.0,34,11,19,57.9,3,6,50.0,9,14,64.3,0,0,0,5,0,0,4,0,17,29.2,116.6,54.3,62.3,2.41,17
Union Mons-Hainaut,"Greg MILTON III, Lual DIING, Maks KLANJSCEK, Garrett HIEN, Sigfredo CASERO-ORTIZ","Union Mons-Hainaut|0,10,13,3,30",6,13.0,782.0,32,10,21,47.6,3,7,42.9,9,11,81.8,0,0,0,6,0,0,3,0,27,28.8,111.0,85.3,25.6,2.46,5
Donar Groningen,"Austin LUKE, Dane ERIKSTRUP, Damian FORREST, Malik MILLER, Evan TAYLOR","Donar Groningen|1,3,33,4,5",5,12.5,748.0,27,10,24,41.7,3,9,33.3,4,10,40.0,0,0,0,5,0,0,1,0,24,29.4,91.8,96.2,-4.3,2.17,3
Union Mons-Hainaut,"Maks KLANJSCEK, Matteo VERSTRAETE, Garrett HIEN, Sigfredo CASERO-ORTIZ, Malik WHITAKER","Union Mons-Hainaut|13,18,3,30,7",2,12.3,736.0,27,11,17,64.7,2,5,40.0,3,4,75.0,0,0,0,10,0,0,4,0,25,22.8,118.6,99.2,19.4,2.2,2
LWD Basket,"Sam MAILLET, Maik BOUWER, Shakael PRYCE, Leo O'BOYLE, Christopher MAIDOH","LWD Basket|0,10,11,33,4",4,11.6,698.0,21,8,12,66.7,0,1,0.0,5,5,100.0,0,0,0,4,0,0,4,0,35,18.2,115.4,150.9,-35.5,1.81,-14
Okapi Aalst,"Eddie COLBERT III, Dante Jr MADDOX, Ivan MARAS, Glenn TEMMERMAN, Niels VAN DEN EYNDE","Okapi Aalst|0,21,3,6,9",5,11.3,677.0,30,9,23,39.1,3,8,37.5,9,11,81.8,0,0,0,1,0,0,1,0,25,28.8,104.0,115.5,-11.5,2.66,5
