Team,Lineup,GAMES,TOTAL_TIME,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,NET_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Dragons Rhöndorf,"Jorge Mejias Sanchez, Benjamin Sadikovic, Juhwan Harris-Dyson, Duje Dujmovic, Kenan Reinhart",16,9645,306,112,244,45.9,28,90,31.1,54,87,62.1,37,119,156,68,31,12,67,74,276,77.6,77.9,77.4,30.8,31.0,51.6,54.2,60.7,25.7,70,16.1,35.7,36.9,97.8,321,119,286,41.6,37,119,31.1,46,58,79.3,51,107,158,66,35,5,53,92,253,48.1,51.5,14.5,30,41.6,103.2,-5.5,124,73,58.9,30,11,36.7,0,0,0,33,26,0,8,133,69,51.9,34,13,38.2,0,0,0,14,29,0,10
ETB Miners,"Mychael Paulo, Niclas Jonathan Sperber, Jonathan Almstedt, Marc William  Friederici, Quashawn Tyrese Lane",18,9650,342,130,257,50.6,42,107,39.3,40,52,76.9,39,117,156,80,30,9,46,61,239,71,70.7,71.3,34.0,33.7,58.8,61.1,61.5,30.7,69.2,11.3,20.2,41.6,120.4,262,95,257,37,31,111,27.9,41,52,78.8,52,88,140,52,28,7,60,62,222,43,46.8,17.7,30.8,43.2,91.4,28.9,111,72,64.9,39,16,41,0,0,0,19,21,0,6,104,47,45.2,42,17,40.5,0,0,0,29,25,0,6
BBC Coburg,"Tim Herzog, Dylan Fasoyiro, Darius Dawson, Nico Höllerl, Nico Wenzl",15,7261,273,98,186,52.7,28,73,38.4,49,67,73.1,23,77,100,46,25,8,43,56,202,76,77.9,74,30.8,32.4,60.2,63.3,46.9,24.2,68.8,14.1,36,39.2,115.8,229,87,199,43.7,25,82,30.5,30,42,71.4,35,72,107,38,20,2,44,63,184,50,52.6,16.8,31.2,41.2,102.2,13.6,96,64,66.7,17,6,35.3,0,0,0,22,16,0,5,78,49,62.8,39,13,33.3,0,0,0,17,23,0,4
Hertener Löwen,"Gilbert Kofi Gyamfi, Dario Fiorentino, Faton Jetullahi, Bryant Allen, David Ewald",12,6941,184,62,173,35.8,22,86,25.6,38,50,76,21,75,96,39,21,2,16,55,164,64.9,65.5,64.4,36.7,37.3,42.2,47.2,62.9,18.3,70.8,6.4,28.9,49.7,97.2,159,55,162,34,19,76,25,30,45,66.7,31,94,125,22,11,6,38,49,163,39.8,43.7,17.3,29.2,46.9,85.3,11.9,45,26,57.8,42,14,33.3,0,0,0,7,9,0,0,48,22,45.8,38,14,36.8,0,0,0,16,18,0,4
BSW Sixers,"Toby Okwuokei, Robert Joseph Holmes, Emanuel Ozike, Ilias Amin, Jarne Jürgens",12,5915,168,65,161,40.4,12,53,22.6,26,45,57.8,35,79,114,32,14,19,32,31,149,70.1,72,68.3,33.3,35.2,44.1,46.5,49.2,34.3,76,13.1,28,32.9,94.6,151,55,158,34.8,12,68,17.6,29,38,76.3,25,67,92,30,16,5,20,39,131,38.6,43.2,10.3,24,43,89.8,4.9,78,43,55.1,30,10,33.3,0,0,0,15,11,0,6,65,29,44.6,25,14,56,0,0,0,9,10,0,1
Itzehoe Eagles,"Finn Fleute, Walter J McBride, Sven Cikara, Tobias Möller, Lucien Schmikale",12,5352,206,76,156,48.7,26,71,36.6,28,33,84.8,31,55,86,46,18,5,24,35,148,72.9,72.2,73.6,33.3,32.6,57.1,60.4,60.5,39.2,67.1,10,21.2,45.5,128,205,75,149,50.3,29,63,46,26,37,70.3,27,48,75,38,15,4,25,46,158,60.1,62,13.1,32.9,42.3,124.8,3.2,62,39,62.9,23,11,47.8,0,0,0,13,9,0,2,67,42,62.7,19,4,21.1,0,0,0,14,10,0,1
TSV Neustadt temps Shooters,"Matej Jelovcic, Christenvie Kwilu, Aimé Olma, Emil Loch, Elias Marei",15,7527,228,82,182,45.1,24,80,30,40,61,65.6,37,76,113,38,18,7,24,50,148,61.9,62.8,61,38.2,39.4,51.6,54.6,46.3,33.6,69.1,8.9,33.5,44,115.8,176,64,171,37.4,21,82,25.6,27,49,55.1,34,73,107,35,14,5,34,57,136,43.6,45.7,15,30.9,48,92.1,23.8,87,50,57.5,15,8,53.3,0,0,0,11,7,0,6,74,38,51.4,15,5,33.3,0,0,0,11,17,0,6
BSW Sixers,"Toby Okwuokei, Robert Joseph Holmes, Emanuel Ozike, Ilias Amin, Felix Zacharias",13,5414,173,67,149,45,19,58,32.8,20,27,74.1,21,56,77,24,22,10,21,41,143,71,71,71,33.8,33.8,51.3,53.8,35.8,24.7,65.1,10.2,18.1,38.9,108,160,61,137,44.5,16,51,31.4,22,40,55,30,64,94,36,9,3,34,31,148,50.4,51.7,18,34.9,37.2,99.9,8.1,74,40,54.1,17,8,47.1,0,0,0,7,9,0,5,67,40,59.7,19,5,26.3,0,0,0,22,11,0,1
Dresden Titans,"Duje Putnik, Kevin Kollmar, Scott Edward Stone, Sebastian Heck, Simeon Dimitrov",8,5162,208,83,151,55,20,50,40,22,30,73.3,24,50,74,53,26,11,30,43,141,77.9,78.5,77.3,30.6,31.0,61.6,63.3,63.9,34.8,60.2,12.1,19.9,33.1,123.2,188,73,154,47.4,21,54,38.9,21,29,72.4,33,45,78,35,16,3,34,49,128,54.2,56.4,16.9,39.8,35.1,113,10.1,85,57,67.1,16,6,37.5,0,0,0,11,10,0,9,80,44,55,20,8,40,0,0,0,16,13,0,5
OrangeAcademy,"Namori Omog, Joel Cwik, Endurance Aiyamenkhue, Meissa Faye, Marko Dordevic",10,4960,173,66,146,45.2,10,49,20.4,31,43,72.1,33,65,98,29,13,4,26,26,130,76.2,76.7,75.8,31.3,31.7,48.6,52.4,43.9,37.9,81.2,11.8,29.5,33.6,109.2,154,61,136,44.9,16,45,35.6,16,31,51.6,15,54,69,29,13,6,22,44,132,50.7,51.5,12.8,18.8,33.1,98.3,10.8,75,47,62.7,22,9,40.9,0,0,0,10,13,0,3,66,36,54.5,25,9,36,0,0,0,13,8,0,1
Itzehoe Eagles,"Finn Fleute, Toni Nickel, Walter J McBride, Sven Cikara, Lucien Schmikale",14,5426,170,57,135,42.2,18,58,31,38,42,90.5,17,59,76,30,14,3,29,36,129,71.6,72.7,70.5,33.0,34.0,48.9,55.4,52.6,21.8,74.7,13.6,31.1,43,103.5,168,62,142,43.7,19,63,30.2,25,32,78.1,20,61,81,31,21,9,25,57,122,50.4,53.8,13.8,25.3,44.4,105.4,-1.9,61,34,55.7,16,5,31.2,0,0,0,14,13,0,2,54,30,55.6,25,13,52,0,0,0,14,10,0,1
FC Bayern Basketball II,"Marco Frank, Niclas Neruda Kodjoe, Ágúst Godi Kjartansson, Giovanni Alessio Calamita, Nikolas Sermpezis",11,4390,135,51,114,44.7,13,41,31.7,20,32,62.5,21,43,64,27,17,2,26,36,121,73,73.5,72.6,32.7,33.1,50.4,52.7,52.9,29.2,62.3,14.4,28.1,36,100.4,132,54,121,44.6,11,43,25.6,13,20,65,26,51,77,29,16,7,30,35,122,49.2,50.8,18.8,37.7,35.5,99.4,1,58,30,51.7,15,8,53.3,0,0,0,14,7,0,5,59,36,61,19,7,36.8,0,0,0,15,10,0,5
