Team,Lineup,GAMES,TOTAL_TIME,VS_STARTERS_MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,NET_RTG,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV,2ND_CHANCE_PTS_VS,FAST_BREAK_PTS_VS,PTS_OFF_TOV_VS
Artland Dragons,"Amir Jabbar Hinton, Benjamin Forrest Burnham, Connor Van Anthony, Linus Ruf, Timo Lanmüller",21,12680,61.4,480,173,330,52.4,39,89,43.8,95,109,87.2,53,147,200,94,42,12,56,98,379,72.2,71.8,72.6,33.4,33.1,58.3,63.5,54.3,32.5,73.5,10.6,33,27,126.5,397,145,337,43,50,145,34.5,57,79,72.2,53,110,163,66,32,14,66,108,383,50.4,53.4,15.1,26.5,43,103.6,156,100,64.1,85,34,40,0,0,0,14,35,0,7,23,122,68,55.7,70,27,38.6,0,0,0,30,27,0,9,61,103,109,60,85,54
HAKRO Merlins Crailsheim,"Anthony Malik Gaines, Brock Boone Gardner, Keyshaun Darrius Langley, Marvin Ogunsipe, Tyreese Blunt",15,7879,13.9,247,92,215,42.8,34,108,31.5,29,40,72.5,45,77,122,47,27,5,25,60,212,65.2,64.6,65.9,37.2,36.4,50.7,53.1,51.1,34.6,73.3,8.2,18.6,50.2,116.5,224,86,189,45.5,26,68,38.2,26,38,68.4,28,85,113,41,17,5,40,51,216,52.4,54.4,16.3,26.7,36,103.5,82,49,59.8,25,9,36,0,0,0,14,9,0,2,12.9,89,49,55.1,32,11,34.4,0,0,0,19,20,0,1,49,51,49,21,38,24
Phoenix Hagen,"Bjarne Kraushaar, Dennis Nawrocki, Fabian Bleck, Marcus Henri Graves, Tim Uhlemann",16,5291,14.8,199,77,153,50.3,34,82,41.5,11,18,61.1,28,52,80,55,18,2,24,42,155,68.8,70.5,67.1,34.1,35.8,61.4,61.8,71.4,36.4,73.2,10,11.8,53.6,128.1,149,60,132,45.5,18,47,38.3,11,17,64.7,19,49,68,37,14,7,29,35,148,52.3,53.4,17.2,26.8,35.6,100.8,57,36,63.2,14,7,50,0,0,0,12,10,0,2,27.3,57,29,50.9,28,13,46.4,0,0,0,14,13,0,2,26,40,32,12,16,17
Bayer Giants Leverkusen,"Dennis Heinzmann, Donte Nicholas, John Williams Jr, Luca Finn Kahl, Ricardo Lynch",9,5499,2.5,156,60,131,45.8,14,47,29.8,22,33,66.7,22,66,88,21,10,12,25,38,148,65.7,64.7,66.6,37.1,36.0,51.1,53.6,35,29.3,70.2,13.1,25.2,35.9,105.2,147,55,145,37.9,19,58,32.8,18,28,64.3,28,53,81,32,8,5,24,51,153,44.5,46.7,13.2,29.8,40,96.3,55,33,60,29,13,44.8,0,0,0,8,12,0,5,8.9,47,25,53.2,40,11,27.5,0,0,0,9,13,0,2,23,12,19,23,20,28
Artland Dragons,"Amir Jabbar Hinton, Benjamin Forrest Burnham, Connor Van Anthony, Fynn Lastring, Timo Lanmüller",14,4484,15.5,167,67,135,49.6,14,47,29.8,19,20,95,21,45,66,40,13,6,23,36,144,74.9,76.9,73,31.2,32.9,54.8,58.1,59.7,31.8,64.3,11.1,14.8,34.8,116.3,153,55,122,45.1,13,41,31.7,30,43,69.8,25,45,70,38,13,3,21,30,136,50.4,54.3,13,35.7,33.6,112.2,59,38,64.4,29,15,51.7,0,0,0,6,13,0,4,4,55,33,60,26,9,34.6,0,0,0,10,10,0,1,36,27,33,32,26,16
GIESSEN 46ers,"Aiden Warnholtz, Jonathan Maier, Kyle Anthony Castlin, Robin Benzing, Simon Krajcovic",16,4538,23.5,157,59,134,44,20,52,38.5,19,26,73.1,26,64,90,29,7,4,23,43,140,70.9,74,67.8,32.4,35.4,51.5,54,49.2,35.6,79,11.6,19.4,38.8,112.3,116,44,122,36.1,14,54,25.9,14,20,70,17,47,64,22,13,8,15,41,128,41.8,44.3,10.3,21,44.3,90.4,57,26,45.6,25,13,52,0,0,0,12,9,0,2,21.8,48,23,47.9,20,7,35,0,0,0,9,3,0,3,26,19,18,21,17,16
Uni Baskets Münster,"Julian Lamont Larry, Neil Masnic, Nicholas Khalil Mc Mullen, Paul Viefhues, Timetric Jerome Hodges",9,4729,1.7,167,59,122,48.4,19,51,37.3,30,40,75,23,54,77,30,13,3,22,32,137,70,69.7,70.4,34.4,34.1,56.1,59.8,50.8,35.9,63.5,11.5,32.8,41.8,121.6,157,60,144,41.7,17,59,28.8,20,26,76.9,31,41,72,22,11,3,16,37,139,47.6,50.5,9.3,36.5,41,113.2,57,38,66.7,14,2,14.3,0,0,0,13,8,0,1,8.3,60,33,55,25,10,40,0,0,0,10,5,0,1,29,18,23,31,22,26
Bayer Giants Leverkusen,"Dennis Heinzmann, John Williams Jr, Kobe Langley, Ricardo Lynch, Sebastian Brach",11,4666,2.6,154,58,126,46,21,53,39.6,17,23,73.9,16,44,60,22,19,7,13,29,133,70.5,68.3,72.8,35.2,33.0,54.4,56.6,37.9,22.5,64.7,7.6,18.3,42.1,116,175,68,135,50.4,22,57,38.6,17,20,85,24,55,79,33,10,4,23,38,141,58.5,60.8,13.8,35.3,42.2,123.7,50,31,62,23,6,26.1,0,0,0,4,7,0,2,-7.6,48,34,70.8,30,12,40,0,0,0,15,7,0,1,15,21,21,45,34,30
Nürnberg Falcons BC,"Carter Dean Whitt, Evan Derek Taylor, Tom Stoiber, Trevor James Baskin, Vincent Friederici",7,4453,0.3,164,66,127,52,17,46,37,15,20,75,23,50,73,36,20,4,20,23,133,73.7,71.5,75.8,33.6,31.7,58.7,60.4,54.5,35.4,69.4,10.4,15.7,36.2,123.6,148,56,126,44.4,20,55,36.4,16,24,66.7,22,42,64,25,12,6,27,37,141,52.4,54.2,16.5,30.6,43.7,105.2,68,44,64.7,13,5,38.5,0,0,0,11,8,0,1,18.4,58,31,53.4,13,5,38.5,0,0,0,11,14,0,2,42,48,38,22,24,26
PS Karlsruhe LIONS,"David Opowu Ejah, Isaiah Rayshaud Hart, Kilian Binapfl, Maurice Marko Pluskota, Tyrese Williams",6,3808,5.2,151,50,90,55.6,16,34,47.1,35,43,81.4,9,49,58,26,9,5,17,27,117,71.8,73.7,69.8,32.6,34.4,64.4,69.3,52,20.9,70,11.2,47.8,37.8,129.1,117,43,111,38.7,12,47,25.5,19,24,79.2,21,34,55,25,11,0,11,46,111,44.1,48.1,8.3,30,42.3,105.7,35,18,51.4,21,16,76.2,0,0,0,7,8,0,2,23.4,51,27,52.9,13,4,30.8,0,0,0,9,1,0,1,7,26,9,32,17,23
