Team,Lineup,Lineup_Key,Games,Clutch_Minutes,Clutch_Seconds,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS_ALLOWED,POSS,OFF_RTG,DEF_RTG,NET_RTG,PTS/MIN,DIFF
SLUNETA  Ústí nad Labem,"N. Johnson, I. Davidson, J. Potoček, T. Vyoral, L. Pecka","SLUNETA  Ústí nad Labem|10,18,31,4,44",3,9.8,587.0,25,7,18,38.9,2,9,22.2,9,10,90.0,0,0,0,2,0,0,4,0,14,25.3,98.6,71.5,27.2,2.56,11
BK KVIS Pardubice,"R. Moffatt, L. Kovář, R. Bonham, J. Bryant, J. Tůma","BK KVIS Pardubice|13,21,3,4,98",3,8.8,529.0,16,4,16,25.0,2,10,20.0,6,7,85.7,0,0,0,2,0,0,5,0,18,23.1,69.2,79.4,-10.2,1.81,-2
BK ARMEX ENERGY Děčín,"P. Alexander, F. Kroutil, J. Štěrba, D. Davis, T. Pomikálek","BK ARMEX ENERGY Děčín|0,13,16,2,5",5,8.3,500.0,23,5,13,38.5,1,5,20.0,12,15,80.0,0,0,0,1,0,0,1,0,17,19.8,116.3,91.3,25.0,2.76,6
SK Slavia Praha,"R. Jones, J. Matušík, R. Mrázek, M. Lufile, D. Böhm","SK Slavia Praha|15,16,22,24,7",2,8.3,501.0,20,9,18,50.0,1,4,25.0,1,2,50.0,0,0,0,4,0,0,3,0,16,21.0,95.2,121.1,-25.9,2.4,4
USK Praha,"T. Henderson Jr., D. Vlk, O. Švec, T. Tainamo, M. Šafařík","USK Praha|1,13,16,25,5",5,8.2,490.0,26,11,16,68.8,3,4,75.0,1,2,50.0,0,0,0,5,0,0,2,0,14,18.1,143.4,64.1,79.4,3.18,12
BK KVIS Pardubice,"L. Kovář, Z. Key, R. Bonham, J. Bryant, J. Tůma","BK KVIS Pardubice|21,23,3,4,98",5,8.1,488.0,21,5,10,50.0,2,5,40.0,9,10,90.0,0,0,0,3,0,0,1,0,15,14.8,142.0,85.9,56.2,2.58,6
BK Opava,"W. Person Jr, Š. Puršl, M. Vyroubal, I. Gray, F. Zbránek","BK Opava|1,20,25,7,9",1,8.0,478.0,21,7,12,58.3,3,6,50.0,4,6,66.7,0,0,0,5,0,0,3,0,16,16.9,124.0,103.6,20.4,2.64,5
BK ARMEX ENERGY Děčín,"F. Kroutil, J. Štěrba, J. Edwards, L. Feštr, M. Šturanović","BK ARMEX ENERGY Děčín|13,16,20,44,47",8,7.9,476.0,18,6,13,46.2,2,4,50.0,4,5,80.0,0,0,0,2,0,0,5,0,11,19.4,92.8,73.8,19.0,2.27,7
BK Olomoucko,"M. Nelson, K. Elvis, J. Andre, K. Filewich, O. Šiška","BK Olomoucko|0,1,10,14,9",4,7.8,471.0,20,7,16,43.8,3,9,33.3,3,4,75.0,0,0,0,4,0,0,2,0,11,19.0,105.4,75.4,30.0,2.55,9
BK ARMEX ENERGY Děčín,"P. Alexander, F. Kroutil, J. Štěrba, D. Davis, M. Šturanović","BK ARMEX ENERGY Děčín|0,13,16,2,47",4,7.7,462.0,21,8,18,44.4,1,6,16.7,4,5,80.0,0,0,0,4,0,0,0,0,10,19.4,108.3,68.5,39.8,2.73,11
