Team,Lineup,GAMES,TOTAL_TIME,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,NET_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
BC Luleå,"Tobias Sjöberg, Felix Broström, Caleb McGill, Daniel Hansson, Gustav Hansson",19,10714,358,141,279,50.5,41,110,37.3,35,49,71.4,74,129,203,86,41,11,60,62,261,69.8,67.2,72.4,35.7,33.2,57.9,59.6,61,41.1,69.4,13.4,17.6,39.4,119.4,327,123,299,41.1,39,130,30,42,52,80.8,57,106,163,78,43,5,59,76,269,47.7,50.8,15.5,30.6,43.5,101.2,18.2,94,62,66,60,29,48.3,104,39,37.5,29,22,0,9,120,62,51.7,37,13,35.1,123,34,27.6,22,29,1,7
Norrköping Dolphins,"Tim Schüberg, Pierre Hampton, Ben Middlebrooks, Zach Harvey, Nathan Dawit",19,8396,354,127,244,52,43,109,39.4,57,74,77,59,82,141,76,51,7,41,72,236,73.7,75.3,72.2,31.9,33.2,60.9,64,59.8,43.4,66.7,10.4,30.3,44.7,134.5,245,89,195,45.6,19,73,26,48,58,82.8,41,77,118,38,18,12,70,86,227,50.5,55.6,24.1,33.3,37.4,96.9,37.5,81,62,76.5,30,7,23.3,98,36,36.7,15,13,4,9,68,37,54.4,41,22,53.7,68,18,26.5,29,31,0,10
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Steven Strong Jr, Anton  Lindqvist",15,8998,343,124,262,47.3,51,131,38.9,44,57,77.2,54,84,138,68,50,5,33,55,222,72.2,72,72.4,33.3,33.1,57.1,59.7,54.8,34,65.1,8.5,21.8,50,127.1,313,121,232,52.2,40,103,38.8,31,43,72.1,45,105,150,64,17,11,62,70,234,60.8,62.4,19.8,34.9,44.4,115.3,11.8,72,44,61.1,49,23,46.9,113,44,38.9,10,12,1,10,83,57,68.7,27,10,37,90,36,40,20,33,1,8
Köping Stars,"Romello White, Marreon Jamar Jackson, Dragos Andrei Diculescu, Sekou Sylla, Romeo Myrthil",10,10879,298,121,235,51.5,18,69,26.1,38,44,86.4,36,94,130,73,32,9,31,52,218,55,55,55,43.6,43.6,55.3,58.6,60.3,29.5,69.1,8.7,18.7,29.4,119.5,260,92,217,42.4,32,111,28.8,44,54,81.5,42,86,128,59,18,12,50,67,212,49.8,54,17.2,30.9,51.2,104.2,15.3,101,63,62.4,34,21,61.8,60,17,28.3,10,12,0,9,68,43,63.2,24,5,20.8,91,24,26.4,21,15,2,12
Högsbo Basket,"Amen Jenkins Cheeseman, Isaiah Hill, Tony Vitali, Jonathan Peleg, Anes Zekovic",13,6224,231,84,183,45.9,27,64,42.2,36,44,81.8,32,63,95,51,20,5,37,53,187,78.4,80.2,76.7,29.9,31.3,53.3,57.1,60.7,29.6,58.9,12.7,24,35,111.1,262,97,186,52.2,36,80,45,32,41,78,44,76,120,62,25,10,34,50,181,61.8,64.2,14.3,41.1,43,131.7,-20.7,71,40,56.3,31,10,32.3,56,25,44.6,12,18,1,6,61,38,62.3,29,13,44.8,72,34,47.2,18,9,1,6
Sloga Uppsala,"Jonathan Ninkingira, Richie Springs, Marko Dujkovic, Milutin Vujicic, Markeith Browning II",10,5577,222,86,168,51.2,15,54,27.8,35,45,77.8,41,86,127,38,14,9,29,39,155,76.7,77.2,76.1,31.1,31.5,55.7,59.1,44.2,42.7,70.5,11.4,26.8,32.1,123.8,181,61,170,35.9,24,90,26.7,35,44,79.5,36,55,91,47,18,4,22,61,131,42.9,47.8,10.4,29.5,52.9,102.3,21.5,63,41,65.1,25,12,48,48,15,31.2,12,11,0,6,49,26,53.1,20,8,40,81,22,27.2,11,6,1,4
BC Luleå,"Felix Broström, Robert Carpenter, Caleb McGill, Daniel Hansson, Gustav Hansson",17,5134,171,59,151,39.1,15,66,22.7,38,51,74.5,39,53,92,35,16,3,27,38,145,74.8,76.8,72.8,31.3,33.0,44,49.3,59.3,36.8,62.4,11.5,33.8,43.7,104.1,195,72,142,50.7,16,60,26.7,35,43,81.4,32,67,99,35,15,7,23,49,150,56.3,60.6,12.5,37.6,42.3,125.2,-21.1,45,24,53.3,33,16,48.5,62,13,21,9,14,0,4,53,37,69.8,21,12,57.1,58,15,25.9,8,12,0,3
Borås Basket,"Ali Sow, Justin Vander Baan, Oskar Palmquist, AJ Clayton, John Brändmark",13,8626,190,71,122,58.2,20,50,40,28,35,80,11,71,82,48,17,8,25,22,143,41.7,42.2,41.1,56.9,58.4,66.4,69.1,67.6,19.6,71.7,11.9,28.7,41,125.3,147,58,145,40,16,61,26.2,15,23,65.2,28,45,73,26,16,1,19,42,134,45.5,47.4,10.9,28.3,42.1,99.5,25.8,23,17,73.9,41,29,70.7,45,19,42.2,11,10,1,3,16,11,68.8,65,29,44.6,54,12,22.2,10,7,0,2
Borås Basket,"Ali Sow, Oskar Palmquist, AJ Clayton, John Brändmark, Fredrik Andersson",13,6785,196,64,151,42.4,28,94,29.8,40,47,85.1,32,71,103,43,10,4,25,39,133,61.3,58.7,63.9,40.9,37.6,51.7,57.1,67.2,33,70.3,10.4,31.1,62.3,118.1,194,77,173,44.5,14,53,26.4,26,30,86.7,30,65,95,38,18,6,25,44,138,48.6,52.1,11.8,29.7,30.6,107.4,10.7,24,18,75,26,12,46.2,89,27,30.3,9,11,1,4,39,23,59,63,32,50.8,50,14,28,9,9,2,5
Borås Basket,"Ali Sow, Justin Vander Baan, Oskar Palmquist, AJ Clayton, Fredrik Andersson",9,4750,181,69,141,48.9,25,60,41.7,18,31,58.1,30,58,88,38,20,6,22,32,125,76.5,76,76.9,31.6,31.2,57.8,58.5,55.1,34.1,73.4,10.2,22,42.6,120.4,162,62,135,45.9,29,61,47.5,9,16,56.2,21,58,79,35,16,7,31,44,122,56.7,57,17.9,26.6,45.2,106.4,14,36,20,55.6,36,20,55.6,49,20,40.8,10,6,1,5,20,11,55,41,18,43.9,57,25,43.9,9,14,2,6
